Year,State,Ag District,Ag District Code,County,Value
2018,IOWA,WEST CENTRAL,40,AUDUBON,52.3
2018,IOWA,WEST CENTRAL,40,CALHOUN,53.1
2018,IOWA,WEST CENTRAL,40,CARROLL,59
2018,IOWA,WEST CENTRAL,40,CRAWFORD,61.7
2018,IOWA,WEST CENTRAL,40,GREENE,55.5
2018,IOWA,WEST CENTRAL,40,GUTHRIE,52
2018,IOWA,WEST CENTRAL,40,HARRISON,52.6
2018,IOWA,WEST CENTRAL,40,IDA,63.8
2018,IOWA,WEST CENTRAL,40,MONONA,55.3
2018,IOWA,WEST CENTRAL,40,SAC,60.7
2018,IOWA,WEST CENTRAL,40,SHELBY,57.8
2018,IOWA,WEST CENTRAL,40,WOODBURY,59.5
2018,IOWA,SOUTHWEST,70,ADAIR,50.1
2018,IOWA,SOUTHWEST,70,ADAMS,53.2
2018,IOWA,SOUTHWEST,70,CASS,52.6
2018,IOWA,SOUTHWEST,70,FREMONT,50.6
2018,IOWA,SOUTHWEST,70,MONTGOMERY,51.8
2018,IOWA,SOUTHWEST,70,OTHER (COMBINED) COUNTIES,52.1
2018,IOWA,SOUTHWEST,70,PAGE,50.5
2018,IOWA,SOUTHEAST,90,DAVIS,50.2
2018,IOWA,SOUTHEAST,90,DES MOINES,63.8
2018,IOWA,SOUTHEAST,90,HENRY,62.3
2018,IOWA,SOUTHEAST,90,JEFFERSON,62
2018,IOWA,SOUTHEAST,90,KEOKUK,57.7
2018,IOWA,SOUTHEAST,90,LEE,64.7
2018,IOWA,SOUTHEAST,90,LOUISA,58.1
2018,IOWA,SOUTHEAST,90,MAHASKA,59.7
2018,IOWA,SOUTHEAST,90,VAN BUREN,54.2
2018,IOWA,SOUTHEAST,90,WAPELLO,60.2
2018,IOWA,SOUTHEAST,90,WASHINGTON,61.5
2018,IOWA,SOUTH CENTRAL,80,APPANOOSE,45.1
2018,IOWA,SOUTH CENTRAL,80,CLARKE,47.9
2018,IOWA,SOUTH CENTRAL,80,DECATUR,48
2018,IOWA,SOUTH CENTRAL,80,LUCAS,41.5
2018,IOWA,SOUTH CENTRAL,80,MADISON,50.9
2018,IOWA,SOUTH CENTRAL,80,MARION,58.3
2018,IOWA,SOUTH CENTRAL,80,MONROE,50.4
2018,IOWA,SOUTH CENTRAL,80,RINGGOLD,47.2
2018,IOWA,SOUTH CENTRAL,80,UNION,48.6
2018,IOWA,SOUTH CENTRAL,80,WARREN,52
2018,IOWA,SOUTH CENTRAL,80,WAYNE,49
2018,IOWA,NORTHWEST,10,BUENA VISTA,55.5
2018,IOWA,NORTHWEST,10,CHEROKEE,64.3
2018,IOWA,NORTHWEST,10,CLAY,52.6
2018,IOWA,NORTHWEST,10,DICKINSON,49.8
2018,IOWA,NORTHWEST,10,EMMET,46.7
2018,IOWA,NORTHWEST,10,LYON,60.6
2018,IOWA,NORTHWEST,10,O BRIEN,59.9
2018,IOWA,NORTHWEST,10,OSCEOLA,57.2
2018,IOWA,NORTHWEST,10,PALO ALTO,48.8
2018,IOWA,NORTHWEST,10,PLYMOUTH,61.3
2018,IOWA,NORTHWEST,10,POCAHONTAS,49.7
2018,IOWA,NORTHWEST,10,SIOUX,65.8
2018,IOWA,NORTHEAST,30,ALLAMAKEE,52.8
2018,IOWA,NORTHEAST,30,BLACK HAWK,58.4
2018,IOWA,NORTHEAST,30,BREMER,57.3
2018,IOWA,NORTHEAST,30,BUCHANAN,57.2
2018,IOWA,NORTHEAST,30,CHICKASAW,53.2
2018,IOWA,NORTHEAST,30,CLAYTON,58.8
2018,IOWA,NORTHEAST,30,DELAWARE,63.9
2018,IOWA,NORTHEAST,30,DUBUQUE,62
2018,IOWA,NORTHEAST,30,FAYETTE,56.5
2018,IOWA,NORTHEAST,30,HOWARD,53.7
2018,IOWA,NORTHEAST,30,WINNESHIEK,51.7
2018,IOWA,NORTH CENTRAL,20,BUTLER,56.1
2018,IOWA,NORTH CENTRAL,20,CERRO GORDO,51.7
2018,IOWA,NORTH CENTRAL,20,FLOYD,49.8
2018,IOWA,NORTH CENTRAL,20,FRANKLIN,58.5
2018,IOWA,NORTH CENTRAL,20,HANCOCK,53.2
2018,IOWA,NORTH CENTRAL,20,HUMBOLDT,50.4
2018,IOWA,NORTH CENTRAL,20,KOSSUTH,54.2
2018,IOWA,NORTH CENTRAL,20,MITCHELL,55.6
2018,IOWA,NORTH CENTRAL,20,WINNEBAGO,51.8
2018,IOWA,NORTH CENTRAL,20,WORTH,53.7
2018,IOWA,NORTH CENTRAL,20,WRIGHT,52.6
2018,IOWA,EAST CENTRAL,60,BENTON,61
2018,IOWA,EAST CENTRAL,60,CEDAR,63.3
2018,IOWA,EAST CENTRAL,60,CLINTON,58.3
2018,IOWA,EAST CENTRAL,60,IOWA,56
2018,IOWA,EAST CENTRAL,60,JACKSON,58.1
2018,IOWA,EAST CENTRAL,60,JOHNSON,59.9
2018,IOWA,EAST CENTRAL,60,JONES,60.1
2018,IOWA,EAST CENTRAL,60,LINN,57.7
2018,IOWA,EAST CENTRAL,60,MUSCATINE,61.7
2018,IOWA,EAST CENTRAL,60,SCOTT,63.7
2018,IOWA,CENTRAL,50,BOONE,54.6
2018,IOWA,CENTRAL,50,DALLAS,52.8
2018,IOWA,CENTRAL,50,GRUNDY,61.9
2018,IOWA,CENTRAL,50,HAMILTON,49.9
2018,IOWA,CENTRAL,50,HARDIN,59.3
2018,IOWA,CENTRAL,50,JASPER,60.7
2018,IOWA,CENTRAL,50,MARSHALL,61.9
2018,IOWA,CENTRAL,50,POLK,53.4
2018,IOWA,CENTRAL,50,POWESHIEK,58.2
2018,IOWA,CENTRAL,50,STORY,52.8
2018,IOWA,CENTRAL,50,TAMA,60.1
2018,IOWA,CENTRAL,50,WEBSTER,51.1
2019,IOWA,WEST CENTRAL,40,AUDUBON,58.9
2019,IOWA,WEST CENTRAL,40,CALHOUN,55.1
2019,IOWA,WEST CENTRAL,40,CARROLL,58.8
2019,IOWA,WEST CENTRAL,40,CRAWFORD,61.9
2019,IOWA,WEST CENTRAL,40,GREENE,54.2
2019,IOWA,WEST CENTRAL,40,GUTHRIE,54.2
2019,IOWA,WEST CENTRAL,40,MONONA,55.8
2019,IOWA,WEST CENTRAL,40,OTHER (COMBINED) COUNTIES,55.9
2019,IOWA,WEST CENTRAL,40,SAC,59.3
2019,IOWA,WEST CENTRAL,40,SHELBY,58.7
2019,IOWA,WEST CENTRAL,40,WOODBURY,56.8
2019,IOWA,SOUTHWEST,70,ADAIR,53.3
2019,IOWA,SOUTHWEST,70,CASS,56.9
2019,IOWA,SOUTHWEST,70,MONTGOMERY,58.3
2019,IOWA,SOUTHWEST,70,OTHER (COMBINED) COUNTIES,55.8
2019,IOWA,SOUTHWEST,70,PAGE,55.9
2019,IOWA,SOUTHWEST,70,POTTAWATTAMIE,58.5
2019,IOWA,SOUTHWEST,70,TAYLOR,49.9
2019,IOWA,SOUTHEAST,90,DAVIS,54.6
2019,IOWA,SOUTHEAST,90,DES MOINES,55.1
2019,IOWA,SOUTHEAST,90,HENRY,56.9
2019,IOWA,SOUTHEAST,90,JEFFERSON,53.3
2019,IOWA,SOUTHEAST,90,KEOKUK,55.8
2019,IOWA,SOUTHEAST,90,LEE,54.8
2019,IOWA,SOUTHEAST,90,LOUISA,54.3
2019,IOWA,SOUTHEAST,90,MAHASKA,53.7
2019,IOWA,SOUTHEAST,90,VAN BUREN,53.9
2019,IOWA,SOUTHEAST,90,WAPELLO,55.5
2019,IOWA,SOUTHEAST,90,WASHINGTON,54.7
2019,IOWA,SOUTH CENTRAL,80,MADISON,52.3
2019,IOWA,SOUTH CENTRAL,80,MARION,54
2019,IOWA,SOUTH CENTRAL,80,MONROE,56.1
2019,IOWA,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,50.1
2019,IOWA,SOUTH CENTRAL,80,UNION,53.7
2019,IOWA,SOUTH CENTRAL,80,WARREN,52.3
2019,IOWA,SOUTH CENTRAL,80,WAYNE,52.5
2019,IOWA,NORTHWEST,10,BUENA VISTA,53.5
2019,IOWA,NORTHWEST,10,CHEROKEE,58.8
2019,IOWA,NORTHWEST,10,CLAY,50.9
2019,IOWA,NORTHWEST,10,DICKINSON,51.3
2019,IOWA,NORTHWEST,10,LYON,54.8
2019,IOWA,NORTHWEST,10,O BRIEN,56
2019,IOWA,NORTHWEST,10,OSCEOLA,50.5
2019,IOWA,NORTHWEST,10,OTHER (COMBINED) COUNTIES,54
2019,IOWA,NORTHWEST,10,PALO ALTO,55.6
2019,IOWA,NORTHWEST,10,SIOUX,60.8
2019,IOWA,NORTHEAST,30,BLACK HAWK,51.9
2019,IOWA,NORTHEAST,30,BREMER,52.5
2019,IOWA,NORTHEAST,30,BUCHANAN,55.2
2019,IOWA,NORTHEAST,30,CHICKASAW,54.5
2019,IOWA,NORTHEAST,30,CLAYTON,56.4
2019,IOWA,NORTHEAST,30,DUBUQUE,60.2
2019,IOWA,NORTHEAST,30,FAYETTE,55.5
2019,IOWA,NORTHEAST,30,HOWARD,52.1
2019,IOWA,NORTHEAST,30,OTHER (COMBINED) COUNTIES,56.4
2019,IOWA,NORTHEAST,30,WINNESHIEK,55.6
2019,IOWA,NORTH CENTRAL,20,BUTLER,55
2019,IOWA,NORTH CENTRAL,20,CERRO GORDO,52.7
2019,IOWA,NORTH CENTRAL,20,FLOYD,54.3
2019,IOWA,NORTH CENTRAL,20,FRANKLIN,54.1
2019,IOWA,NORTH CENTRAL,20,HANCOCK,49.6
2019,IOWA,NORTH CENTRAL,20,HUMBOLDT,54.9
2019,IOWA,NORTH CENTRAL,20,KOSSUTH,57.4
2019,IOWA,NORTH CENTRAL,20,MITCHELL,49.8
2019,IOWA,NORTH CENTRAL,20,WINNEBAGO,54.2
2019,IOWA,NORTH CENTRAL,20,WORTH,51
2019,IOWA,NORTH CENTRAL,20,WRIGHT,54.1
2019,IOWA,EAST CENTRAL,60,BENTON,57.9
2019,IOWA,EAST CENTRAL,60,CLINTON,59.5
2019,IOWA,EAST CENTRAL,60,IOWA,52.3
2019,IOWA,EAST CENTRAL,60,JOHNSON,55.5
2019,IOWA,EAST CENTRAL,60,JONES,57.2
2019,IOWA,EAST CENTRAL,60,LINN,56.5
2019,IOWA,EAST CENTRAL,60,MUSCATINE,55.2
2019,IOWA,EAST CENTRAL,60,OTHER (COMBINED) COUNTIES,55.2
2019,IOWA,EAST CENTRAL,60,SCOTT,60.5
2019,IOWA,CENTRAL,50,BOONE,53.2
2019,IOWA,CENTRAL,50,DALLAS,54.4
2019,IOWA,CENTRAL,50,GRUNDY,56.3
2019,IOWA,CENTRAL,50,HAMILTON,51.4
2019,IOWA,CENTRAL,50,HARDIN,53.9
2019,IOWA,CENTRAL,50,JASPER,56.5
2019,IOWA,CENTRAL,50,MARSHALL,60.6
2019,IOWA,CENTRAL,50,POLK,51
2019,IOWA,CENTRAL,50,POWESHIEK,53.4
2019,IOWA,CENTRAL,50,STORY,50
2019,IOWA,CENTRAL,50,TAMA,53.4
2019,IOWA,CENTRAL,50,WEBSTER,49.1
2020,IOWA,WEST CENTRAL,40,AUDUBON,48.3
2020,IOWA,WEST CENTRAL,40,CALHOUN,47.7
2020,IOWA,WEST CENTRAL,40,CARROLL,54.8
2020,IOWA,WEST CENTRAL,40,CRAWFORD,54.2
2020,IOWA,WEST CENTRAL,40,GREENE,49
2020,IOWA,WEST CENTRAL,40,GUTHRIE,45.5
2020,IOWA,WEST CENTRAL,40,HARRISON,52.1
2020,IOWA,WEST CENTRAL,40,IDA,55.5
2020,IOWA,WEST CENTRAL,40,MONONA,56
2020,IOWA,WEST CENTRAL,40,SAC,47.1
2020,IOWA,WEST CENTRAL,40,SHELBY,52.8
2020,IOWA,WEST CENTRAL,40,WOODBURY,56.6
2020,IOWA,SOUTHWEST,70,ADAIR,48.1
2020,IOWA,SOUTHWEST,70,CASS,49.3
2020,IOWA,SOUTHWEST,70,FREMONT,54.8
2020,IOWA,SOUTHWEST,70,MILLS,49.3
2020,IOWA,SOUTHWEST,70,MONTGOMERY,49.2
2020,IOWA,SOUTHWEST,70,PAGE,52.4
2020,IOWA,SOUTHWEST,70,POTTAWATTAMIE,48
2020,IOWA,SOUTHWEST,70,TAYLOR,47
2020,IOWA,SOUTHEAST,90,DAVIS,42
2020,IOWA,SOUTHEAST,90,DES MOINES,60.7
2020,IOWA,SOUTHEAST,90,HENRY,54.9
2020,IOWA,SOUTHEAST,90,JEFFERSON,53.8
2020,IOWA,SOUTHEAST,90,KEOKUK,51.6
2020,IOWA,SOUTHEAST,90,LEE,52.1
2020,IOWA,SOUTHEAST,90,LOUISA,53.3
2020,IOWA,SOUTHEAST,90,VAN BUREN,44.2
2020,IOWA,SOUTHEAST,90,WAPELLO,52
2020,IOWA,SOUTHEAST,90,WASHINGTON,53.2
2020,IOWA,SOUTH CENTRAL,80,APPANOOSE,39.1
2020,IOWA,SOUTH CENTRAL,80,CLARKE,45.9
2020,IOWA,SOUTH CENTRAL,80,DECATUR,47.4
2020,IOWA,SOUTH CENTRAL,80,LUCAS,43.8
2020,IOWA,SOUTH CENTRAL,80,MADISON,51.4
2020,IOWA,SOUTH CENTRAL,80,MONROE,45.4
2020,IOWA,SOUTH CENTRAL,80,RINGGOLD,50.6
2020,IOWA,SOUTH CENTRAL,80,UNION,52.1
2020,IOWA,SOUTH CENTRAL,80,WARREN,49.5
2020,IOWA,SOUTH CENTRAL,80,WAYNE,44.6
2020,IOWA,NORTHWEST,10,CHEROKEE,57.2
2020,IOWA,NORTHWEST,10,CLAY,50.3
2020,IOWA,NORTHWEST,10,DICKINSON,55.5
2020,IOWA,NORTHWEST,10,EMMET,56
2020,IOWA,NORTHWEST,10,LYON,60.8
2020,IOWA,NORTHWEST,10,O BRIEN,62
2020,IOWA,NORTHWEST,10,POCAHONTAS,54.6
2020,IOWA,NORTHEAST,30,ALLAMAKEE,58.8
2020,IOWA,NORTHEAST,30,BLACK HAWK,54.2
2020,IOWA,NORTHEAST,30,BUCHANAN,56.7
2020,IOWA,NORTHEAST,30,CHICKASAW,55.9
2020,IOWA,NORTHEAST,30,CLAYTON,60.1
2020,IOWA,NORTHEAST,30,DELAWARE,61.1
2020,IOWA,NORTHEAST,30,FAYETTE,55.9
2020,IOWA,NORTHEAST,30,HOWARD,54.5
2020,IOWA,NORTHEAST,30,WINNESHIEK,53.6
2020,IOWA,NORTH CENTRAL,20,BUTLER,54.2
2020,IOWA,NORTH CENTRAL,20,CERRO GORDO,59.8
2020,IOWA,NORTH CENTRAL,20,FLOYD,54
2020,IOWA,NORTH CENTRAL,20,FRANKLIN,55.4
2020,IOWA,NORTH CENTRAL,20,HANCOCK,60
2020,IOWA,NORTH CENTRAL,20,HUMBOLDT,56.9
2020,IOWA,NORTH CENTRAL,20,KOSSUTH,60.2
2020,IOWA,NORTH CENTRAL,20,MITCHELL,59.4
2020,IOWA,NORTH CENTRAL,20,WINNEBAGO,60.8
2020,IOWA,NORTH CENTRAL,20,WORTH,58.2
2020,IOWA,NORTH CENTRAL,20,WRIGHT,55.9
2020,IOWA,EAST CENTRAL,60,BENTON,56.7
2020,IOWA,EAST CENTRAL,60,CEDAR,56.4
2020,IOWA,EAST CENTRAL,60,CLINTON,57
2020,IOWA,EAST CENTRAL,60,IOWA,49.8
2020,IOWA,EAST CENTRAL,60,JACKSON,54.7
2020,IOWA,EAST CENTRAL,60,JOHNSON,51.8
2020,IOWA,EAST CENTRAL,60,JONES,54
2020,IOWA,EAST CENTRAL,60,MUSCATINE,55.6
2020,IOWA,EAST CENTRAL,60,SCOTT,61
2020,IOWA,CENTRAL,50,BOONE,50.9
2020,IOWA,CENTRAL,50,DALLAS,47.1
2020,IOWA,CENTRAL,50,GRUNDY,60.9
2020,IOWA,CENTRAL,50,HAMILTON,51.5
2020,IOWA,CENTRAL,50,HARDIN,52.8
2020,IOWA,CENTRAL,50,POLK,50.2
2020,IOWA,CENTRAL,50,POWESHIEK,54.8
2020,IOWA,CENTRAL,50,STORY,52.2
2020,IOWA,CENTRAL,50,TAMA,56.2
2020,IOWA,CENTRAL,50,WEBSTER,50.4
2021,IOWA,WEST CENTRAL,40,AUDUBON,67.3
2021,IOWA,WEST CENTRAL,40,CALHOUN,63.5
2021,IOWA,WEST CENTRAL,40,CARROLL,65.3
2021,IOWA,WEST CENTRAL,40,CRAWFORD,63.5
2021,IOWA,WEST CENTRAL,40,GREENE,64.1
2021,IOWA,WEST CENTRAL,40,IDA,65.6
2021,IOWA,WEST CENTRAL,40,MONONA,61.8
2021,IOWA,SOUTHWEST,70,CASS,63.3
2021,IOWA,SOUTHWEST,70,FREMONT,63.1
2021,IOWA,SOUTHWEST,70,MONTGOMERY,63
2021,IOWA,SOUTHWEST,70,PAGE,62.6
2021,IOWA,SOUTHWEST,70,POTTAWATTAMIE,64.4
2021,IOWA,SOUTHWEST,70,TAYLOR,61.3
2021,IOWA,SOUTHEAST,90,DAVIS,56.7
2021,IOWA,SOUTHEAST,90,HENRY,58.3
2021,IOWA,SOUTHEAST,90,JEFFERSON,53.9
2021,IOWA,SOUTHEAST,90,LEE,59.7
2021,IOWA,SOUTHEAST,90,MAHASKA,62
2021,IOWA,SOUTHEAST,90,VAN BUREN,53
2021,IOWA,SOUTHEAST,90,WAPELLO,59
2021,IOWA,SOUTH CENTRAL,80,APPANOOSE,57.5
2021,IOWA,SOUTH CENTRAL,80,CLARKE,57.7
2021,IOWA,SOUTH CENTRAL,80,DECATUR,57
2021,IOWA,SOUTH CENTRAL,80,LUCAS,54.1
2021,IOWA,SOUTH CENTRAL,80,MADISON,58.8
2021,IOWA,SOUTH CENTRAL,80,MARION,60.6
2021,IOWA,SOUTH CENTRAL,80,MONROE,59.3
2021,IOWA,SOUTH CENTRAL,80,RINGGOLD,54
2021,IOWA,SOUTH CENTRAL,80,UNION,61.9
2021,IOWA,SOUTH CENTRAL,80,WAYNE,57.1
2021,IOWA,NORTHWEST,10,BUENA VISTA,63.8
2021,IOWA,NORTHWEST,10,CLAY,62.4
2021,IOWA,NORTHWEST,10,DICKINSON,56
2021,IOWA,NORTHWEST,10,EMMET,59.6
2021,IOWA,NORTHWEST,10,LYON,63.6
2021,IOWA,NORTHWEST,10,O BRIEN,66.4
2021,IOWA,NORTHWEST,10,OSCEOLA,62.9
2021,IOWA,NORTHWEST,10,PALO ALTO,61.6
2021,IOWA,NORTHWEST,10,POCAHONTAS,65
2021,IOWA,NORTHWEST,10,SIOUX,70.5
2021,IOWA,NORTHEAST,30,ALLAMAKEE,61.9
2021,IOWA,NORTHEAST,30,BLACK HAWK,60.1
2021,IOWA,NORTHEAST,30,BREMER,62
2021,IOWA,NORTHEAST,30,BUCHANAN,63.4
2021,IOWA,NORTHEAST,30,DELAWARE,66.4
2021,IOWA,NORTHEAST,30,DUBUQUE,70.5
2021,IOWA,NORTHEAST,30,FAYETTE,64.4
2021,IOWA,NORTHEAST,30,HOWARD,60.3
2021,IOWA,NORTHEAST,30,WINNESHIEK,61.8
2021,IOWA,NORTH CENTRAL,20,BUTLER,60.8
2021,IOWA,NORTH CENTRAL,20,CERRO GORDO,61
2021,IOWA,NORTH CENTRAL,20,FRANKLIN,59.7
2021,IOWA,NORTH CENTRAL,20,HANCOCK,63.5
2021,IOWA,NORTH CENTRAL,20,HUMBOLDT,62.4
2021,IOWA,NORTH CENTRAL,20,KOSSUTH,60.4
2021,IOWA,NORTH CENTRAL,20,MITCHELL,62.5
2021,IOWA,NORTH CENTRAL,20,WINNEBAGO,61.6
2021,IOWA,NORTH CENTRAL,20,WORTH,60.1
2021,IOWA,NORTH CENTRAL,20,WRIGHT,61
2021,IOWA,EAST CENTRAL,60,BENTON,67.1
2021,IOWA,EAST CENTRAL,60,CEDAR,65.3
2021,IOWA,EAST CENTRAL,60,CLINTON,63.9
2021,IOWA,EAST CENTRAL,60,JONES,64.5
2021,IOWA,EAST CENTRAL,60,MUSCATINE,62.6
2021,IOWA,EAST CENTRAL,60,SCOTT,68.1
2021,IOWA,CENTRAL,50,BOONE,64.4
2021,IOWA,CENTRAL,50,DALLAS,63.6
2021,IOWA,CENTRAL,50,GRUNDY,66.5
2021,IOWA,CENTRAL,50,HAMILTON,62.2
2021,IOWA,CENTRAL,50,HARDIN,65
2021,IOWA,CENTRAL,50,JASPER,67.3
2021,IOWA,CENTRAL,50,MARSHALL,67.1
2021,IOWA,CENTRAL,50,POLK,64.6
2021,IOWA,CENTRAL,50,STORY,63.6
2021,IOWA,CENTRAL,50,TAMA,66.3
2021,IOWA,CENTRAL,50,WEBSTER,64.6
2022,IOWA,WEST CENTRAL,40,AUDUBON,57.9
2022,IOWA,WEST CENTRAL,40,CALHOUN,61.2
2022,IOWA,WEST CENTRAL,40,CARROLL,58.9
2022,IOWA,WEST CENTRAL,40,CRAWFORD,62.8
2022,IOWA,WEST CENTRAL,40,GREENE,59
2022,IOWA,WEST CENTRAL,40,GUTHRIE,58.6
2022,IOWA,WEST CENTRAL,40,HARRISON,52.4
2022,IOWA,WEST CENTRAL,40,IDA,63.1
2022,IOWA,WEST CENTRAL,40,MONONA,48.6
2022,IOWA,WEST CENTRAL,40,SAC,61.3
2022,IOWA,WEST CENTRAL,40,SHELBY,58
2022,IOWA,WEST CENTRAL,40,WOODBURY,56.4
2022,IOWA,SOUTHWEST,70,ADAIR,47.5
2022,IOWA,SOUTHWEST,70,CASS,51.2
2022,IOWA,SOUTHWEST,70,FREMONT,53.4
2022,IOWA,SOUTHWEST,70,MILLS,52.1
2022,IOWA,SOUTHWEST,70,MONTGOMERY,54.8
2022,IOWA,SOUTHWEST,70,PAGE,54
2022,IOWA,SOUTHWEST,70,POTTAWATTAMIE,51
2022,IOWA,SOUTHWEST,70,TAYLOR,52.9
2022,IOWA,SOUTHEAST,90,DAVIS,44.6
2022,IOWA,SOUTHEAST,90,DES MOINES,66.9
2022,IOWA,SOUTHEAST,90,HENRY,60.3
2022,IOWA,SOUTHEAST,90,JEFFERSON,50.7
2022,IOWA,SOUTHEAST,90,KEOKUK,53.1
2022,IOWA,SOUTHEAST,90,LEE,54.6
2022,IOWA,SOUTHEAST,90,LOUISA,61.4
2022,IOWA,SOUTHEAST,90,MAHASKA,59.3
2022,IOWA,SOUTHEAST,90,VAN BUREN,43.6
2022,IOWA,SOUTHEAST,90,WAPELLO,53.7
2022,IOWA,SOUTHEAST,90,WASHINGTON,57.2
2022,IOWA,SOUTH CENTRAL,80,APPANOOSE,40.4
2022,IOWA,SOUTH CENTRAL,80,CLARKE,40.2
2022,IOWA,SOUTH CENTRAL,80,DECATUR,37.9
2022,IOWA,SOUTH CENTRAL,80,LUCAS,43.1
2022,IOWA,SOUTH CENTRAL,80,MADISON,55.4
2022,IOWA,SOUTH CENTRAL,80,MARION,57.8
2022,IOWA,SOUTH CENTRAL,80,MONROE,47.4
2022,IOWA,SOUTH CENTRAL,80,RINGGOLD,41.8
2022,IOWA,SOUTH CENTRAL,80,UNION,41.4
2022,IOWA,SOUTH CENTRAL,80,WARREN,50.2
2022,IOWA,NORTHWEST,10,BUENA VISTA,57.2
2022,IOWA,NORTHWEST,10,CHEROKEE,59.6
2022,IOWA,NORTHWEST,10,CLAY,56.9
2022,IOWA,NORTHWEST,10,DICKINSON,58.8
2022,IOWA,NORTHWEST,10,EMMET,62.8
2022,IOWA,NORTHWEST,10,LYON,62.2
2022,IOWA,NORTHWEST,10,O BRIEN,59.4
2022,IOWA,NORTHWEST,10,OSCEOLA,56.3
2022,IOWA,NORTHWEST,10,PALO ALTO,57.9
2022,IOWA,NORTHWEST,10,PLYMOUTH,47.8
2022,IOWA,NORTHWEST,10,POCAHONTAS,56.5
2022,IOWA,NORTHWEST,10,SIOUX,62.9
2022,IOWA,NORTHEAST,30,ALLAMAKEE,61.2
2022,IOWA,NORTHEAST,30,BLACK HAWK,64.5
2022,IOWA,NORTHEAST,30,BREMER,66.7
2022,IOWA,NORTHEAST,30,BUCHANAN,65
2022,IOWA,NORTHEAST,30,CHICKASAW,63.6
2022,IOWA,NORTHEAST,30,CLAYTON,64.5
2022,IOWA,NORTHEAST,30,DELAWARE,67.4
2022,IOWA,NORTHEAST,30,DUBUQUE,68.6
2022,IOWA,NORTHEAST,30,FAYETTE,63.4
2022,IOWA,NORTHEAST,30,HOWARD,60.9
2022,IOWA,NORTHEAST,30,WINNESHIEK,66.3
2022,IOWA,NORTH CENTRAL,20,BUTLER,61.6
2022,IOWA,NORTH CENTRAL,20,CERRO GORDO,60.8
2022,IOWA,NORTH CENTRAL,20,FLOYD,61.9
2022,IOWA,NORTH CENTRAL,20,FRANKLIN,62.8
2022,IOWA,NORTH CENTRAL,20,HANCOCK,63
2022,IOWA,NORTH CENTRAL,20,HUMBOLDT,59
2022,IOWA,NORTH CENTRAL,20,KOSSUTH,56.2
2022,IOWA,NORTH CENTRAL,20,MITCHELL,64.6
2022,IOWA,NORTH CENTRAL,20,WINNEBAGO,64.4
2022,IOWA,NORTH CENTRAL,20,WORTH,62
2022,IOWA,NORTH CENTRAL,20,WRIGHT,60.6
2022,IOWA,EAST CENTRAL,60,BENTON,66.1
2022,IOWA,EAST CENTRAL,60,CEDAR,67
2022,IOWA,EAST CENTRAL,60,CLINTON,66
2022,IOWA,EAST CENTRAL,60,IOWA,61.6
2022,IOWA,EAST CENTRAL,60,JACKSON,66.3
2022,IOWA,EAST CENTRAL,60,JOHNSON,62.1
2022,IOWA,EAST CENTRAL,60,JONES,61.7
2022,IOWA,EAST CENTRAL,60,LINN,64.6
2022,IOWA,EAST CENTRAL,60,MUSCATINE,65.5
2022,IOWA,EAST CENTRAL,60,SCOTT,69.1
2022,IOWA,CENTRAL,50,BOONE,60.4
2022,IOWA,CENTRAL,50,DALLAS,59.8
2022,IOWA,CENTRAL,50,GRUNDY,64.9
2022,IOWA,CENTRAL,50,HAMILTON,61.3
2022,IOWA,CENTRAL,50,HARDIN,63.4
2022,IOWA,CENTRAL,50,JASPER,60.1
2022,IOWA,CENTRAL,50,MARSHALL,65
2022,IOWA,CENTRAL,50,POLK,54.1
2022,IOWA,CENTRAL,50,POWESHIEK,60.4
2022,IOWA,CENTRAL,50,STORY,60
2022,IOWA,CENTRAL,50,TAMA,61.4
2022,IOWA,CENTRAL,50,WEBSTER,57.5
